text,intent,id
how good are the ratings for olive garden,restaurant_reviews,train-2225
how far is the airport in dallas from my current location,distance,train-2226
i'd like my paychecks direct deposited in my navyfed checking account,direct_deposit,train-2227
what kinds of questions can you answer,what_can_i_ask_you,train-2228
how many calories in meatloaf,calories,train-2229
what does the word abjure mean,definition,train-2230
please tell me if there are meeting rooms available between 9:00 am and 11:00 am,schedule_meeting,train-2231
can you share with me your interpretation of the meaning of life,meaning_of_life,train-2232
send $100 from paypal to my bank,transfer,train-2233
yes,yes,train-2234
who is the creator of this ai,who_made_you,train-2235
are you paid by somebody,who_do_you_work_for,train-2236
can i get an uber for five people to go to the national gallery of art,uber,train-2237
i would love to know when my flight is going to land,flight_status,train-2238
"call and make a 5:45 pm reservation for jason rogers, table for four",restaurant_reservation,train-2239
what travel alerts are there in china,travel_alert,train-2240
put a hold on my bank account,freeze_account,train-2241
does chili's take reservations,accept_reservations,train-2242
i want to send a text message to,text,train-2243
warm up my car for me,smart_home,train-2244
"go ahead and flip that coin, i choose heads",flip_coin,train-2245
what's the forecast like for pittsburgh,weather,train-2246
i'm desperate to know about my cc processing,application_status,train-2247
can i substitute skim milk for whole milk,ingredient_substitution,train-2248
please assist me in figuring out how to handle a dead car battery,jump_start,train-2249
how does the dictionary spell antipathy,spelling,train-2250
how many centimeters are one inch,measurement_conversion,train-2251
report the card has been torn,damaged_card,train-2252
let randy and travis know where i'm at,share_location,train-2253
what type of fuel do i need to use to fill the car up with,gas_type,train-2254
how much time does it take to get to levi stadium from san jose airport,distance,train-2255
what's my take home from work,income,train-2256
what is on my schedule between 10:00 am and 11:00 am,meeting_schedule,train-2257
add mia to my spanish playlist,update_playlist,train-2258
"will you help me rent a car from march 2 to 6th in dallas i want a bmw suv, if possible",car_rental,train-2259
i have to know what plug that country uses,plug_type,train-2260
i want to report my card as lost,report_lost_card,train-2261
when do i get paid,payday,train-2262
tell me my credit card apr,apr,train-2263
i want to be called by mary,change_user_name,train-2264
i wanna set up a direct deposit for my paycheck,direct_deposit,train-2265
what is the current exchange rate of yen to lira,exchange_rate,train-2266
do i meet with joan today,meeting_schedule,train-2267
i want your new name to be joshua,change_ai_name,train-2268
whats the definition of transmute,definition,train-2269
what time is it on the pacific coast right now,time,train-2270
what is the turn around for a new card,replacement_card_duration,train-2271
please raise volume,change_volume,train-2272
on may 12 to may 16 can i get a car from aiken,car_rental,train-2273
i want to know all about trivia for the office,fun_fact,train-2274
i would love to know my credit score,credit_score,train-2275
do i have any meetings today between 2 and 3,meeting_schedule,train-2276
can i schedule a check up for my tires somewhere,schedule_maintenance,train-2277
tell me what type of gas this car uses,gas_type,train-2278
show me the recipe for broccoli cheddar soup,ingredients_list,train-2279
one more time for me please,repeat,train-2280
what vaccinations should i get if i go to nigeria,vaccines,train-2281
"between 9:00 am and 11:00 am, are there meeting rooms available",schedule_meeting,train-2282
help make changes to my insurance policy,insurance_change,train-2283
i gotta set a timer,timer,train-2284
if i order a new card how long would it take,replacement_card_duration,train-2285
please order everything you see on my shopping list,order,train-2286
"please order some more cat food, i'm out",order,train-2287
how many calories on average are in a hot dog,calories,train-2288
i wanna know my current location,current_location,train-2289
bring the volume up overall,change_volume,train-2290
please go back to your factory settings,reset_settings,train-2291
compare fares for al italia from bucharest to tampa returning before thanksgiving,book_flight,train-2292
what is the max on my credit limit,credit_limit,train-2293
what do you enjoy doing while not working,what_are_your_hobbies,train-2294
should i call you something in particular,what_is_your_name,train-2295
who are they that you work for,who_do_you_work_for,train-2296
how old did you just turn,how_old_are_you,train-2297
what is the meeting schedule today,meeting_schedule,train-2298
"if i go by bus, how long will it take to get to the airport",distance,train-2299
i am wanting to know who programmed you,who_made_you,train-2300
i'd like to know the date tomorrow,date,train-2301
locate my phone for me,find_phone,train-2302
how do i schedule vacation days,pto_request,train-2303
"set an alarm for 6am, please",alarm,train-2304
what type of plugs do they use in london,plug_type,train-2305
call my best friend,make_call,train-2306
repeat what you just told me,repeat,train-2307
i want to apply for a alphabank card,new_card,train-2308
"oh hell no, that'd be terrible!",no,train-2309
what is the arrival time for my flight,flight_status,train-2310
how many days of pto are available,pto_used,train-2311
when will my car need an oil change,oil_change_when,train-2312
what did your friends call you,what_is_your_name,train-2313
i gotta switch to a new insurance plan,insurance_change,train-2314
please confirm my reservation for march 8th at 12:00,confirm_reservation,train-2315
can you access my w-2,w2,train-2316
how many rewards do i have on my chase card,rewards_balance,train-2317
is a visa needed to go to mexico,international_visa,train-2318
what location did you live at before,where_are_you_from,train-2319
"please, recite to me some good one liners",tell_joke,train-2320
how many vacation days have i used up,pto_used,train-2321
what languages can i switch to for your responses,change_language,train-2322
when is my flight supposed to leave,flight_status,train-2323
do i have any due bills and how much,bill_balance,train-2324
who crafted you,who_made_you,train-2325
what is american airlines carry on policy,carry_on,train-2326
definition of affiliate is what,definition,train-2327
how tasty is the pizza here,meal_suggestion,train-2328
i broke my card,damaged_card,train-2329
i have been spending a lot on food out lately,spending_history,train-2330
"ai, what is the routing number for my citibank savings account",routing,train-2331
what healthcare plan do you have me on,insurance,train-2332
to charge my phone in india will i need a plug converter,plug_type,train-2333
go ahead and take cleaning the bathroom off my todo list,todo_list_update,train-2334
put in a pto request for march 4 to march 6,pto_request,train-2335
is there a certain type of gas i need to use for this car,gas_type,train-2336
tell me the number of vacation days i have stored,pto_balance,train-2337
what was your place of creation,where_are_you_from,train-2338
would you tell me the current time in the eastern timezone,time,train-2339
i think my visa card was stolen,report_lost_card,train-2340
i am wanting to know the carry-on restrictions for united airlines,carry_on,train-2341
are the pancakes at ihop any good,restaurant_reviews,train-2342
can i get paychecks directly deposited to my bank of america account,direct_deposit,train-2343
does my card charge a fee for use in indonesia,international_fees,train-2344
turn down your volume,change_volume,train-2345
i need your help to pay my gas bill,pay_bill,train-2346
show me how to rent a car in las vegas,car_rental,train-2347
where is the closest mcdonalds,directions,train-2348
what timezone would i be in if i traveled to moscow,timezone,train-2349
i need new health care coverage,insurance_change,train-2350
please change the ai name for me,change_ai_name,train-2351
delete everything from the task list,todo_list_update,train-2352
israel has strict restrictions do i need a visa to travel there,international_visa,train-2353
what's lifes meaning,meaning_of_life,train-2354
i want you to talk more slowly,change_speed,train-2355
would you say you like dogs more or cats more,do_you_have_pets,train-2356
is there someone else you work for,who_do_you_work_for,train-2357
it was nice chatting with you,goodbye,train-2358
can you tell me how to spell manipulation,spelling,train-2359
share the nutrition info for brownies with me,nutrition_info,train-2360
is it possible to pay my bill,pay_bill,train-2361
let's play the next song now,next_song,train-2362
what was the last time i had my car at the dealer for repairs,last_maintenance,train-2363
what ingredients are in coffee cakes,ingredients_list,train-2364
can you put in a pto request for me for july second and third,pto_request,train-2365
call bob for me,make_call,train-2366
i want manual on how to change oil,oil_change_how,train-2367
go ahead and skip this song and play the next one,next_song,train-2368
what is the interest rate on my barclay card arrival credit card,interest_rate,train-2369
"i need to get to a church immediately, please take me to one!",directions,train-2370
i've got tax issues and need help obtaining my w2,w2,train-2371
i want to set up direct deposit what do i need to do,direct_deposit,train-2372
can you tell me a joke,tell_joke,train-2373
"i'd like to rent a limo in las vegas from may 01, 2019 to may 03, 2019",car_rental,train-2374
i'm not sure,maybe,train-2375
take frozen food off my shopping list,shopping_list_update,train-2376
i would like an alarm set,alarm,train-2377
i'm unsure of the proper answer,maybe,train-2378
i want to know what the word discomfit means,definition,train-2379
i need a new card because my dog chewed on it and now it does not work,damaged_card,train-2380
book me a flight from o'hare to las vegas on deltacom,book_flight,train-2381
define flange,definition,train-2382
do i need to inflate my tires,tire_pressure,train-2383
set an alarm to start work and another to stop,alarm,train-2384
im not gonna need the dinner reservation,cancel_reservation,train-2385
help me change my pin number for my money market account,pin_change,train-2386
what should i do in france,travel_suggestion,train-2387
how can i say thank you in spanish,translate,train-2388
which types of questions may i ask you,what_can_i_ask_you,train-2389
i need to switch the language for your responses,change_language,train-2390
play the song that goes like hey jude don't make it bad,play_music,train-2391
please look up if i can rent a car in houston from march 25 to march 29,car_rental,train-2392
the answer to that is affirmative,yes,train-2393
find out if i can rent a car in los angeles from march 2-9,car_rental,train-2394
can i call you something else,change_ai_name,train-2395
is it possible to get to olympia by bus,directions,train-2396
are you from europe,where_are_you_from,train-2397
can you slow down your speech,change_speed,train-2398
where can i locate my w2 so i can do my taxes,w2,train-2399
change and set your language setting to english,change_language,train-2400
when will me new card arrive,replacement_card_duration,train-2401
would i need a travel visa to go to the congo,international_visa,train-2402
can you find out if my vacation time off request has been approved or not,pto_request_status,train-2403
what time zone are we currently in,timezone,train-2404
book a flight from sacremento to tampa two weeks from now and returning a month after,book_flight,train-2405
i need to let my bank know i am traveling to detroit,travel_notification,train-2406
do i need any specific shots if i go to the uk,vaccines,train-2407
i want to send a text,text,train-2408
i wanna confirm my reservation for 2/20 at 8 pm,confirm_reservation,train-2409
tell me the amount of calories in muffins,calories,train-2410
remove carrots from my shopping list and add soda,shopping_list_update,train-2411
when's the next time i should go for an oil change,oil_change_when,train-2412
i'd really like to set up a direct deposit for my paycheck,direct_deposit,train-2413
i need to know my cable bill minimum payment,min_payment,train-2414
am i eligible for a new credit card application,new_card,train-2415
what kind of outlets do they use in z,plug_type,train-2416
how many points have i accumulated on my mastercard,rewards_balance,train-2417
how do i build my credit score,improve_credit_score,train-2418
tell me how to get my paycheck on direct deposit,direct_deposit,train-2419
what items are on my shopping list,shopping_list,train-2420
are you able to link to my phone,sync_device,train-2421
tell me how long i ought to spend preparing fajitas,cook_time,train-2422
what timezone would tampa be in,timezone,train-2423
i would like to compare insurance plan options,insurance_change,train-2424
thank you so much,thank_you,train-2425
"i want to go out to eat but have no idea where to go, do you know of any places",restaurant_suggestion,train-2426
i am afraid that that is not the case,no,train-2427
i want to rent a car in boston for march 2 until march 4,car_rental,train-2428
how much is my comcast bill,bill_balance,train-2429
please transfer $x from checking to saving,transfer,train-2430
so are you a real person,are_you_a_bot,train-2431
which vaccinations are required to go to viet nam,vaccines,train-2432
please respond to me in spanish,change_language,train-2433
i want to get a new car insurance plan,insurance_change,train-2434
if i win 200000 how do i split it 7 ways,calculator,train-2435
tell me how to jump start my dead battery,jump_start,train-2436
you're the best!,thank_you,train-2437
how long is it safe to leave a burger in the refrigerator,food_last,train-2438
i'm going to the movies book an uber for 6 people,uber,train-2439
"uber, i have 3 people who are going to union station",uber,train-2440
thank you so very much,thank_you,train-2441
are there any tornadoes coming soon,weather,train-2442
what month and year will my visa card expire,expiration_date,train-2443
"for my westport account, what is the routing number",routing,train-2444
please tell me about my income,income,train-2445
put me back on my factory settings,reset_settings,train-2446
can you tell me about the traffic typically at noon on the route the hospital,traffic,train-2447
please check to see if my vacation has been approved,pto_request_status,train-2448
are there extra fees for using my card in mexico,international_fees,train-2449
where are my rewards for my chase card,rewards_balance,train-2450
can you purchase underpants for me,order,train-2451
what is on my calendar next sunday,calendar,train-2452
change to normal vocals mode,whisper_mode,train-2453
is my day off request still pending,pto_request_status,train-2454
will it snow this weekend,weather,train-2455
"can you schedule a meeting with steve at the office, please",schedule_meeting,train-2456
what should i have for dinner,meal_suggestion,train-2457
how many calories are in cookies,calories,train-2458
please book an uber for chima's,uber,train-2459
i need to change language to spanish,change_language,train-2460
slow down,change_speed,train-2461
i'm out of razors so will you order me some more,order,train-2462
what timezone is boston in,timezone,train-2463
is it recommended to get any specific shots before i travel to canada,vaccines,train-2464
do you know when my card will come in,replacement_card_duration,train-2465
"i want to keep my credit from going down, how do i do this",improve_credit_score,train-2466
do i need any shots if i travel to africa,vaccines,train-2467
"can you find my location on the map, please",current_location,train-2468
what will my federal tax return be,taxes,train-2469
have i been sent my w-2 in my email,w2,train-2470
people call me gary,change_user_name,train-2471
"i am unable to complete my order, why could there be a hold on my wells fargo account",account_blocked,train-2472
timer 10 minutes,timer,train-2473
what is the square root of 66,calculator,train-2474
i would like to know my income,income,train-2475
"hey, i just put in my order and i was wondering what the status of it",order_status,train-2476
can i protect my credit score,improve_credit_score,train-2477
set a reminder for the movie,reminder_update,train-2478
can you change your accent to the male british one,change_accent,train-2479
how long is a bus ride to the library,distance,train-2480
i have what to do on wednesday,calendar,train-2481
would i need to get a visa to go to ireland,international_visa,train-2482
"i lost my phone, can you help me find it",find_phone,train-2483
what is the traffic like on the way to makaha,traffic,train-2484
when is my bill due,bill_due,train-2485
what's the date tomorrow,date,train-2486
any word on my healthcare plan,insurance,train-2487
i need to set a reminder to go to the post office,reminder_update,train-2488
"how do they say ""i love you"" in japanese",translate,train-2489
how much fuel is in the tank,gas,train-2490
what should i grab to make a german chocolate cake,ingredients_list,train-2491
how can i have my paycheck directly deposited,direct_deposit,train-2492
check maps for my location,current_location,train-2493
"what's the apr on my amex card, please",apr,train-2494
i need to replace my lost card,report_lost_card,train-2495
"ai, routing number for my b of a checking account",routing,train-2496
what are the pets that you take care of,do_you_have_pets,train-2497
can you tell me my routing number,routing,train-2498
i'd like to make my credit score better,improve_credit_score,train-2499
why'd they put a freeze on my bank account,account_blocked,train-2500
cancel current process,cancel,train-2501
what is the way i can change my oil,oil_change_how,train-2502
send mom a message i'll talk to you later,text,train-2503
tell me what my state taxes are,taxes,train-2504
is there a travel alert for scotland,travel_alert,train-2505
goodbye!,goodbye,train-2506
can i get an uber for 2 home,uber,train-2507
please find the routing number for chase bank accounts opened in new york,routing,train-2508
text my doctor and tell him it happened again,text,train-2509
ahoy hoy,greeting,train-2510
i need to know about travel alerts for mexico,travel_alert,train-2511
is there an open meeting room between 2 and 4,schedule_meeting,train-2512
can i get an uber to union station for 3 riders,uber,train-2513
tell me my current location please,current_location,train-2514
can you find out what triggered a hold on my bank account,account_blocked,train-2515
can you set a timer for me,timer,train-2516
show me all hotels in evans with good reviews,book_hotel,train-2517
switch your language setting to english,change_language,train-2518
are my tires aired properly,tire_pressure,train-2519
what's the caloric content if you eat roast beef,calories,train-2520
i want to have happy added to my rb playlist,update_playlist,train-2521
how many miles can i go with my current fuel level,gas,train-2522
what will i need to pay in federal taxes,taxes,train-2523
can you tell me how to make a vacation request,pto_request,train-2524
what's the healthcare plan i'm on,insurance,train-2525
tell your hobbies,what_are_your_hobbies,train-2526
tell me the nutritional information for chicken nuggets,nutrition_info,train-2527
can you schedule me a mechanic,schedule_maintenance,train-2528
what is the current time in new york,time,train-2529
alert me in 20 minutes,timer,train-2530
how did you come to be you,who_made_you,train-2531
ill see you around,goodbye,train-2532
i'd like to get on a new united healthcare plan,insurance_change,train-2533
i'm afraid there is a false transaction on my account,report_fraud,train-2534
add this song to my rainy day playlist,update_playlist,train-2535
what is the date for tomorrow,date,train-2536
god's plan will be my new song added to new playlist,update_playlist,train-2537
my visa has been stolen by someone,report_lost_card,train-2538
look up how much i earn annually,income,train-2539
what additional fees do you charge if i use my card in lisbon,international_fees,train-2540
what is my current net salary,income,train-2541
the steak must go under the broiler for how long,cook_time,train-2542
please find out how many of my vacation days i have spent,pto_used,train-2543
i'd like you to refer to me as bob,change_user_name,train-2544
i want directions to the closest atm,directions,train-2545
how long does it take to get a table at chili's,how_busy,train-2546
what is the the exchange rate for us dollars to euros,exchange_rate,train-2547
how many carry ons does spirit allow when flying to dallas,carry_on,train-2548
what sorts of hobbies do you enjoy,what_are_your_hobbies,train-2549
how are you today,greeting,train-2550
how can i tell what my current location is,current_location,train-2551
what's a fun fact about elephants,fun_fact,train-2552
what do you call a subway if you were english,translate,train-2553
purchase a flight from slc to columbus on tuesday that returns on friday,book_flight,train-2554
what sorts of things are you into,what_are_your_hobbies,train-2555
what kind of gas is needed for this car,gas_type,train-2556
what did i spend at target on my barclays card last month,transactions,train-2557
are my tires under-inflated,tire_pressure,train-2558
i'm wondering what health plan i'm on,insurance,train-2559
tell me a neat fact about the ocean,fun_fact,train-2560
y check engine light currently came on and i need assistance with it,schedule_maintenance,train-2561
report that i split my card,damaged_card,train-2562
have i set aside a time on my to do list to do my taxes,todo_list,train-2563
can you give me the name of this tune,what_song,train-2564
i am going to need a block put on my chase account right away,freeze_account,train-2565
let me know my bank of america routing number,routing,train-2566
is it recommended to get any specific shots before i travel to argentina,vaccines,train-2567
hey there fellow,greeting,train-2568
can you order me more checks at wells fargo,order_checks,train-2569
can you tell me all the reminders i have set on my reminder list,reminder,train-2570
are socket converters needed in lisbon,plug_type,train-2571
can i get a higher limit on my american express card,credit_limit_change,train-2572
it was nice to speak with you,goodbye,train-2573
what kind of gasoline can this car take,gas_type,train-2574
"good answer, thanks for providing it",thank_you,train-2575
"i missed that, say it again",repeat,train-2576
"howdy, what's new",greeting,train-2577
"could you please help me, my card has been stolen and i need to report it",report_lost_card,train-2578
i have to say goodbye,goodbye,train-2579
i want a meeting to be scheduled,schedule_meeting,train-2580
can you confirm my reservation for lance at morton's,confirm_reservation,train-2581
any travel alerts for canada,travel_alert,train-2582
what time is it in daniel boone national forest timezone,time,train-2583
i need to know how much tax i pay from my earnings,taxes,train-2584
change my pin to 1234 on account ending with digits 4994,pin_change,train-2585
how high are the rewards on my discover card,rewards_balance,train-2586
tell me why my card didn't work yesterday,card_declined,train-2587
add dishes to my list,todo_list_update,train-2588
the word is happiness; how many a's can you find in that word,spelling,train-2589
what's the status on my vacation days,pto_balance,train-2590
how can i get a hold of my w-2,w2,train-2591
please pause my banking actions,freeze_account,train-2592
what amount of tax should i pay,taxes,train-2593
when do i need my next oil change,oil_change_when,train-2594
do you have any pet animals,do_you_have_pets,train-2595
how much pressure is in my tires,tire_pressure,train-2596
let me know when my next day off is,next_holiday,train-2597
does the mediterranean grille have good reviews,restaurant_reviews,train-2598
what steps can i take to make sure my credit score doesn't go down,improve_credit_score,train-2599
i'm traveling to belgium soon and want to inform my bank,travel_notification,train-2600
i need to know where to get a w-2 form,w2,train-2601
i want to know if there is meeting room available at 8,schedule_meeting,train-2602
who directs your labor,who_do_you_work_for,train-2603
can you get me a table for 4 at red lobster at 8pm,restaurant_reservation,train-2604
can my limit be increased for my visa,credit_limit_change,train-2605
how to improve a credit score,improve_credit_score,train-2606
set a new timer for ten seconds,timer,train-2607
slow down your talking too fast i don't understand you,change_speed,train-2608
should i get a visa before going to cancun,international_visa,train-2609
"is it possible for me to take a pto for two days, starting february 7",pto_request,train-2610
spell the word restaurant for me,spelling,train-2611
i need to know when i get my next day off,next_holiday,train-2612
how many vacation days have i used so far,pto_used,train-2613
what is the latest date that i can pay my direct tv bill this month,bill_due,train-2614
do i have to contact someone to use my credit card points,redeem_rewards,train-2615
i want to know the time to get to td bank in toms river,distance,train-2616
can i get a credit increase for my visa,credit_limit_change,train-2617
can you share my current location with amy,share_location,train-2618
how long can i expect to wait for a restaurant table,how_busy,train-2619
i need guidance on how to rollover my 401k,rollover_401k,train-2620
what's with the block on my bank account,account_blocked,train-2621
do you have any domestic animals,do_you_have_pets,train-2622
what hotel would you recommend in lakewood for 4 people from monday to wednesday,book_hotel,train-2623
"can i carry on a garment bag, a small travel bag, and a back pack on my trip with american airlines",carry_on,train-2624
give jim my gps location,share_location,train-2625
how many calories in chicken,calories,train-2626
what's the name of the song that we are listening to,what_song,train-2627
could you put a stop on my bank account,freeze_account,train-2628
how many rewards points do i have for my amazon card,rewards_balance,train-2629
might i need to get a visa to travel to venezuela,international_visa,train-2630
is my credit card application approved,application_status,train-2631
i need to know when i should replace my tires next if i last replaced them on june 2,tire_change,train-2632
please play 1979 by the smashing pumpkins,play_music,train-2633
reset the factory settings please,reset_settings,train-2634
i'm not sure if this will hurt my credit score,improve_credit_score,train-2635
how long until i should have my tires replaced,tire_change,train-2636
"my luggage is lost,what do i do now",lost_luggage,train-2637
what if you need to obtain a new credit card,new_card,train-2638
what street is this,current_location,train-2639
do you know why the bank put a hold on my joint checking account,account_blocked,train-2640
"hey, slow down and take your time",change_speed,train-2641
it's necessary to call michael,make_call,train-2642
how do i make tuna salad,recipe,train-2643
what was that last thing you said,repeat,train-2644
i need to see all visa purchases for march,transactions,train-2645
i'd like to hear a fun fact about the nfl,fun_fact,train-2646
can you tell me my spending limit,credit_limit,train-2647
what things are there to do in kentucky,travel_suggestion,train-2648
when's my flight getting here,flight_status,train-2649
check to see if i have reservations at prado at 6 pm,confirm_reservation,train-2650
can i order for more checkbooks for my chase bank account,order_checks,train-2651
can you tell me what 80 divided buy 4 is,calculator,train-2652
how many miles before i run out of gas,gas,train-2653
tata for now,goodbye,train-2654
how many chores are on my todo list,todo_list,train-2655
send my location to my mom,share_location,train-2656
what name was given to you,what_is_your_name,train-2657
what's the right spelling of rambunctious,spelling,train-2658
how much have i earned this week,income,train-2659
throw the dice!,roll_dice,train-2660
flip a two sided coin and tell me what it lands on,flip_coin,train-2661
i gotta schedule some car maintenance,schedule_maintenance,train-2662
perform a search for my most recent balance on my amex account,balance,train-2663
erase any event on my calendar that's set for wednesday of next week,calendar_update,train-2664
how long will it take to fix shepherd's pie,cook_time,train-2665
i wish to have a 10 minute timer,timer,train-2666
"i'd like a placed booked in san diego from may 1st, 2020 to june 2nd, 2020",book_hotel,train-2667
i need to change your voice settings,change_speed,train-2668
i need to know when my flight is landing,flight_status,train-2669
what is the meaning of telepathy,definition,train-2670
my card is cracked and i want to report it,damaged_card,train-2671
can you help me sign up for a new credit card,new_card,train-2672
the word 'you' got how many letters,spelling,train-2673
must i have an international visa when travelling to russia,international_visa,train-2674
talk to me in italian from now on,change_language,train-2675
how do they say yes in brazil,translate,train-2676
at what point will i need another oil change,oil_change_when,train-2677
how much do i pay in my taxes,taxes,train-2678
is honey a good sugar substitute,ingredient_substitution,train-2679
i will need an uber for 3 to go to jfk airport,uber,train-2680
do i need to see the doctor for shots before i go to south africa,vaccines,train-2681
i think my chase account has been compromised and fraud committed,report_fraud,train-2682
what car rental choices are there in calgary,car_rental,train-2683
please help me figure out how to jump start my car,jump_start,train-2684
what is the current song,what_song,train-2685
i need to know when my flight scheduled to board,flight_status,train-2686
can i use margarine instead of butter,ingredient_substitution,train-2687
"call my phone, i can't find it",find_phone,train-2688
please change the language that you are responding in,change_language,train-2689
i have no idea what the pin is for my checking account,pin_change,train-2690
please flip a coin i hope its tails,flip_coin,train-2691
i'm here at dia but my luggage isn't!,lost_luggage,train-2692
what's the least payment i can make on my cable bill,min_payment,train-2693
is it okay to eat chicken that i put in the fridge on monday,food_last,train-2694
please find me a hotel room for 4 people from monday to wednesday in lakewood,book_hotel,train-2695
which animals do you have at home,do_you_have_pets,train-2696
bye for now,goodbye,train-2697
are there carry-on restrictions for delta,carry_on,train-2698
ai could you say that again,repeat,train-2699
use a male voice instead,change_accent,train-2700
what do i need to go shopping for,shopping_list,train-2701
pull up my shower playlist,play_music,train-2702
"my credit card's apr, please",apr,train-2703
"i need you to place a stop on my bank account, thank you",freeze_account,train-2704
list out my shopping list for me,shopping_list,train-2705
do you know how much i owe on my cable bill,bill_balance,train-2706
please confirm my reservation for may 9th at 4pm,confirm_reservation,train-2707
what's my credit rating,credit_score,train-2708
reminders of my list is what,reminder,train-2709
is any type of gas ok on this car,gas_type,train-2710
my new job requires that i rollover my 401k,rollover_401k,train-2711
turn the lights down,smart_home,train-2712
what day of the week is it,date,train-2713
i need you to find a mechanic for my check engine light,schedule_maintenance,train-2714
help me figure out redemption of my credit card points,redeem_rewards,train-2715
how many vacation days do i have,pto_balance,train-2716
send ten dollars from bank of america to capital one,transfer,train-2717
how much do you make,income,train-2718
when will my card replacement arrive,replacement_card_duration,train-2719
what ingredients are in salsa,ingredients_list,train-2720
alert my bank and let them know that i'm travelling to oslo,travel_notification,train-2721
who do you call your boss,who_do_you_work_for,train-2722
how do you order new checks,order_checks,train-2723
"that's all, bye",goodbye,train-2724
how about you tell me a joke,tell_joke,train-2725
what's the time period till our next day off,next_holiday,train-2726
should i get more gas,gas,train-2727
can you suggest any good meals from chicago,meal_suggestion,train-2728
should i increase my credit limitfor cardx,credit_limit_change,train-2729
does the ai have a name,what_is_your_name,train-2730
can you translate that to french,change_language,train-2731
when did i last have my car fixed,last_maintenance,train-2732
do i need a travel visa to visit germany,international_visa,train-2733
is it acceptable to swap salt for baking soda,ingredient_substitution,train-2734
i have spent a lot on groceries lately,spending_history,train-2735
switch tv,smart_home,train-2736
change the song to the next one on this playlist,next_song,train-2737
tell me how much i make,income,train-2738
stopped by target to get a mug but my card declines,card_declined,train-2739
i'd like to know about setting up direct deposit,direct_deposit,train-2740
what day is it today,date,train-2741
call me dad,change_user_name,train-2742
"since i got a new job, i need help with my 401k rollover",rollover_401k,train-2743
find a virtual dice and roll it for me please,roll_dice,train-2744
why is my account locked,account_blocked,train-2745
i do not believe that that is correct,no,train-2746
tell me the credit limit on my mastercard,credit_limit,train-2747
can you translate milk into spanish for me,translate,train-2748
do you have the time,time,train-2749
is my daughter's birthday on my calendar,calendar,train-2750
please get me an uber to get to the movies,uber,train-2751
let's start whispering,whisper_mode,train-2752
cancel the reservation i made for 8 pm at black rock,cancel_reservation,train-2753
how many calories does a scoop of chocolate ice cream have,calories,train-2754
my name is steve,change_user_name,train-2755
please help me book a rental car in appleton,car_rental,train-2756
can you set a two hour timer,timer,train-2757
put a block on my amalgamated bank account right now,freeze_account,train-2758
"i missed what you said, please say it again",repeat,train-2759
call my bank customer service number,account_blocked,train-2760
can you tell me my starbucks rewards balance,rewards_balance,train-2761
search for how to change my oil,oil_change_how,train-2762
put dishes on to do list,todo_list_update,train-2763
will my plugs work in barcelona,plug_type,train-2764
"book a hotel in pa, harrisburg for the 10th to 15th",book_hotel,train-2765
is there anything available in new york city from april 2 through april 8,book_hotel,train-2766
switch over to whisper,whisper_mode,train-2767
how would you like to be referred to,what_is_your_name,train-2768
how much funds do i have in my bank accounts,balance,train-2769
can you switch to female voice,change_accent,train-2770
"my oil seems pretty black, does that mean i should change it",oil_change_when,train-2771
tell me where is the closest coffee shop,directions,train-2772
did anyone securely lock the door,smart_home,train-2773
will you add a reminder for me,reminder_update,train-2774
could you find my interest rate for me,interest_rate,train-2775
please set a reminder for me,alarm,train-2776
take bread off my shopping list and add milk,shopping_list_update,train-2777
i would like to know when the bill is due,bill_due,train-2778
please let me know if giving the dog a bath is on my list of tasks to complete,todo_list,train-2779
add this song to my dinner playlist,update_playlist,train-2780
let shih chieh see my location,share_location,train-2781
"where can i get the form i need to do my taxes, please",w2,train-2782
what is the name of my insurance plan,insurance,train-2783
"if my credit card was stolen, how long will it take to replace",replacement_card_duration,train-2784
can you tell me what you refer to me as,user_name,train-2785
is my card working properly,card_declined,train-2786
that would be a no,no,train-2787
is my gas tank full,gas,train-2788
how do i get to the statue of liberty on foot,directions,train-2789
i need a suggestion for a dinner recipe,meal_suggestion,train-2790
has anyone looked at my mastercard application,application_status,train-2791
how much do i have in savings,balance,train-2792
how big can a carry-on bag be,carry_on,train-2793
can i use water instead of milk,ingredient_substitution,train-2794
"repeat my to do list to me, please",todo_list,train-2795
how much have i spent on shoes lately,spending_history,train-2796
what kind of gas do i put in my car,gas_type,train-2797
what's the date on which my last oil change occurred,last_maintenance,train-2798
i'd like my 401k to be rolled over,rollover_401k,train-2799
slow your speech,change_speed,train-2800
am i good to eat this burger from the fridge that i got two mondays ago,food_last,train-2801
please let my mom and dad know my location,share_location,train-2802
i wanna switch to the male voice,change_accent,train-2803
how would you like me to call you,what_is_your_name,train-2804
peace,goodbye,train-2805
could i rent a car from tuesday to thursday out of lax,car_rental,train-2806
say it one more time,repeat,train-2807
my card is unusable because it's damaged,damaged_card,train-2808
tell me a fact,fun_fact,train-2809
"can you increase my credit limit to $7,500",credit_limit_change,train-2810
please find the benefits provided by my insurance,insurance,train-2811
remove the may 11 event called baby shower from my calendar,calendar_update,train-2812
flip a coin if you will,flip_coin,train-2813
i need to find my phone,find_phone,train-2814
pay my cell bill from my deposit account,pay_bill,train-2815
how many carry ons can i take on a flight with virgin airlines to vancouver bc,carry_on,train-2816
we'll talk later ai,goodbye,train-2817
