text,intent,id
check what's on my calendar for tuesday,calendar,eval-745
i have lost my phone,find_phone,eval-746
my car takes what kind of fuel,gas_type,eval-747
how do i increse my credit limit,credit_limit_change,eval-748
i want to start calling you adam,change_ai_name,eval-749
my utility bill is coming due and i need a loan,pay_bill,eval-750
what's my income tax,taxes,eval-751
please flip a coin - i call heads,flip_coin,eval-752
don't have any idea,maybe,eval-753
are you an actual live person,are_you_a_bot,eval-754
"i have no oranges, put them onto my list",shopping_list_update,eval-755
how is the car's tire pressure,tire_pressure,eval-756
what do i need to do,todo_list,eval-757
what date will it be 8 days from now,date,eval-758
i need a hotel with good reviews in baltimore,book_hotel,eval-759
what types of pets do you keep,do_you_have_pets,eval-760
tell me how are you,greeting,eval-761
which plugs does england use,plug_type,eval-762
can i make an appointment for an oil change,schedule_maintenance,eval-763
tell me the meaning of hegemony,definition,eval-764
how can i jump start my car,jump_start,eval-765
how can up my credit limit,credit_limit_change,eval-766
are there any active events for march 4th 2019,calendar,eval-767
i want to see transactions from this month,transactions,eval-768
what can i buy with credit card points,redeem_rewards,eval-769
please play me the song that starts out with doo doo doo,play_music,eval-770
how much do i have to pay for my shell gas card bill,bill_balance,eval-771
can you put the currently playing track on my zen playlist,update_playlist,eval-772
can i hear the song after this one,next_song,eval-773
please read my reminder list,reminder,eval-774
i want you to set a meeting with john at 5 pm,schedule_meeting,eval-775
what timezone is paris in,timezone,eval-776
i broke my card when i bent my wallet,damaged_card,eval-777
i need a hotel room for 7 people in st louis for november 3rd through 5th,book_hotel,eval-778
uber ride available from here to downtown,uber,eval-779
what song am i hearing,what_song,eval-780
please give me a list of the ingredients contained in chocolate cupcakes,ingredients_list,eval-781
what do you do as a hobby,what_are_your_hobbies,eval-782
i don't have any idea,maybe,eval-783
speak arabic,change_language,eval-784
will you please do the male british accent,change_accent,eval-785
show me instructions on how to jump start my car,jump_start,eval-786
i need my reservation to be cancelled for nugget to xiomara's restaurant,cancel_reservation,eval-787
give me the timezone where vancouver is,timezone,eval-788
how much have i recently spent,spending_history,eval-789
can you play the beatles,play_music,eval-790
can you check and see if my account's blocked,account_blocked,eval-791
"set an alarm for four thirty tomorrow, please",alarm,eval-792
"i need to change my insurance policy, how",insurance_change,eval-793
"siri, call jacob",make_call,eval-794
when was the car last services,last_maintenance,eval-795
i want to report fraud on my american express,report_fraud,eval-796
please turn on the hallway lights,smart_home,eval-797
tell me how to get new insurance,insurance_change,eval-798
inform me of the calorie content of vanilla ice cream,calories,eval-799
do i have options on how to improve my credit score,improve_credit_score,eval-800
no good,no,eval-801
can you slow down your rate of speech,change_speed,eval-802
i'm in the mood for a joke,tell_joke,eval-803
do you have animal companions,do_you_have_pets,eval-804
i'm looking for a back and forth flight from lax to portland for w to sunday,book_flight,eval-805
do you know when i last took my car to get checked,last_maintenance,eval-806
what creatures do you keep for love,do_you_have_pets,eval-807
share my location with google,share_location,eval-808
are the review for mcdonald's good or bad,restaurant_reviews,eval-809
cancel it,cancel,eval-810
how much money did i spent on grocery recently,spending_history,eval-811
what do i do to schedule a meeting,schedule_meeting,eval-812
change this song it sucks so bad,next_song,eval-813
is chocolate good for you,nutrition_info,eval-814
what's my yearly income,income,eval-815
what was your name again,what_is_your_name,eval-816
i need to obtain and uber,uber,eval-817
i'm out of laundry detergent so will you put that on my shopping list,shopping_list_update,eval-818
"i'm out of apples, add that to my list",shopping_list_update,eval-819
are there any travel alerts for brazil,travel_alert,eval-820
can you help me figure out my pin number for my visa account,pin_change,eval-821
cash in my credit card points,redeem_rewards,eval-822
how do i make changes to my insurance policy,insurance_change,eval-823
"help me, i don't know where my phone is",find_phone,eval-824
i meant no,no,eval-825
i want you to turn the tv on,smart_home,eval-826
what is the wait time for torris,how_busy,eval-827
what all can i ask you,what_can_i_ask_you,eval-828
give my location to stan,share_location,eval-829
increase the speaker volume please,change_volume,eval-830
i'm not sure how to jump start a car; can you help me,jump_start,eval-831
could you book me a hotel in afghanistan at the zoo for the 10th to the 15th,book_hotel,eval-832
can you give me the carry-on rules for american airlines,carry_on,eval-833
can you tell me how much money i have i my bank accounts,balance,eval-834
how many calories are in a donut hole,calories,eval-835
"hi, ai",greeting,eval-836
do you know any jokes about librarians,tell_joke,eval-837
"when my house burned down, so did my card",damaged_card,eval-838
how do i get to the grocery store by bus,directions,eval-839
what is this place,current_location,eval-840
please change my name to tom,change_user_name,eval-841
how can i set up a meeting,schedule_meeting,eval-842
put laundry on my chore list,todo_list_update,eval-843
do you know if i can use pepper and not salt,ingredient_substitution,eval-844
show me all transactions for current statement,transactions,eval-845
what is it i wanted to bear in mind,reminder,eval-846
is there anything on my todo list for taking out the trash,todo_list,eval-847
help me buy a black iphone7,order,eval-848
"i have had farm fresh eggs in the fridge for a few months, are they still okay to ingest",food_last,eval-849
send mike my exact location,share_location,eval-850
please set a meeting with nancy at 4 pm,schedule_meeting,eval-851
what is my plan for the day,reminder,eval-852
i need an uber ride to come and pick me up now at work,uber,eval-853
what can i ask the ai,what_can_i_ask_you,eval-854
tell me how to say hello in chile,translate,eval-855
when should i change my tires,tire_change,eval-856
remind me to do something,reminder_update,eval-857
how do i get to the court house on foot,directions,eval-858
what is the amount of pto have i used,pto_used,eval-859
how much have i spent on shoes recently,spending_history,eval-860
can i sub ketchup for mustard,ingredient_substitution,eval-861
please use your whispering voice; i need quiet,whisper_mode,eval-862
erase my to do list,todo_list_update,eval-863
where am i on gps,current_location,eval-864
how long since i swapped oil,last_maintenance,eval-865
how many weeks of vacation do i have,pto_balance,eval-866
can you tell me the nutrional info of a big mac,nutrition_info,eval-867
are the ratings for yardhouse good,restaurant_reviews,eval-868
my luggage is missing off of american airlines flight ab123 out of chicago,lost_luggage,eval-869
has my request for vacation time been approved,pto_request_status,eval-870
what is the minimum payment due on my visa,min_payment,eval-871
how much do i need to pay in tax,taxes,eval-872
"you can remove the dinner party from my calendar for january 21, 2019",calendar_update,eval-873
can you increase the speaker volume please,change_volume,eval-874
what sort of jokes do you know,tell_joke,eval-875
how long would the wait at the restaurant be,how_busy,eval-876
please add alarms at 430am and 1030am,alarm,eval-877
how do i check my rewards for my chase card,rewards_balance,eval-878
what things did i not want to forget,reminder,eval-879
what are the cuban plugs like,plug_type,eval-880
what hobbies do you have,what_are_your_hobbies,eval-881
should i cook this for a long time,cook_time,eval-882
can i order new checks since i am out,order_checks,eval-883
roll the dice now,roll_dice,eval-884
i want you to know it's a true statement,yes,eval-885
hows are ya,greeting,eval-886
are you one of my employees,who_do_you_work_for,eval-887
do you have my name programmed,user_name,eval-888
do you know london's timezone,timezone,eval-889
how much money a year do i spend in taxes,taxes,eval-890
please pair with my phone,sync_device,eval-891
how long does it take to make pho,cook_time,eval-892
i'd like to know when my next day off is,next_holiday,eval-893
do you have a cat or a dog,do_you_have_pets,eval-894
i want to know what trenchant means,definition,eval-895
what time should i leave this in the oven,cook_time,eval-896
is dan aware of any meetings with me today,meeting_schedule,eval-897
i want you to skip this song,next_song,eval-898
what is the correct spelling of the word: dessert,spelling,eval-899
is an international visa needed for canada,international_visa,eval-900
how long should i cook ham for,cook_time,eval-901
"good talk, see you later",goodbye,eval-902
can you repeat that question,repeat,eval-903
what date is the next day i get paid,payday,eval-904
"in french, how do i say, see you later",translate,eval-905
"which type of pet would you rather possess, a cat or a dog",do_you_have_pets,eval-906
relate to me what my credit score is,credit_score,eval-907
i want the name of your boss,who_do_you_work_for,eval-908
hey what's up,greeting,eval-909
i need to know if boston restaurant has favorable reviews,restaurant_reviews,eval-910
i want your name to be john,change_ai_name,eval-911
where do i have to be on 12/03/2019,calendar,eval-912
how long is the wait at chipotle right now,how_busy,eval-913
see ya!,goodbye,eval-914
"thank you for the chat, goodbye",goodbye,eval-915
please tell me where to get the w2,w2,eval-916
i wonder if i have enough money in my chase account for a bike,balance,eval-917
can you tell me delta's carry on policy,carry_on,eval-918
about how long does it usually take a new card to get mailed to me,replacement_card_duration,eval-919
either of them could be i'm not sure,maybe,eval-920
how much interest am i getting in my citibank savings,interest_rate,eval-921
do i have meetings with anyone today,meeting_schedule,eval-922
what is the total of my repair bill,bill_balance,eval-923
what’s the name of this song,what_song,eval-924
"can you translate this name into spanish for me, please",translate,eval-925
what is the definition of the word migrate,definition,eval-926
do you have any idea why my account may be blocked,account_blocked,eval-927
"in a fried egg, how many calories are there",calories,eval-928
what will be the weather tomorrow,weather,eval-929
where do i locate my routing number for my premium checking account,routing,eval-930
can you confirm my account's blocked and tell me why,account_blocked,eval-931
move two hundred dollars to my chase savings account to my wells fargo checking account,transfer,eval-932
what reservations are available for 3 people at the xenophobe,restaurant_reservation,eval-933
i need what ingredients for meatloaf,ingredients_list,eval-934
what are the review for mcdonald's,restaurant_reviews,eval-935
what kind of questions can you answer,what_can_i_ask_you,eval-936
look up the status of my time off request,pto_request_status,eval-937
how many calories are found in bagels,calories,eval-938
what is the average time it takes to get to target in los angeles,distance,eval-939
i need to be reminded,reminder_update,eval-940
how do you say hello in mexico,translate,eval-941
that you so much for the help,thank_you,eval-942
read me cat trivia,fun_fact,eval-943
switch the pin on my visa account,pin_change,eval-944
fetch the song smells like teen spirit and play it,play_music,eval-945
at what point will the review of my credit card application be completed,application_status,eval-946
i get an error message when i try logging in to capital one that says i'm locked out,account_blocked,eval-947
can you repeat what you said,repeat,eval-948
is my tire pressure good,tire_pressure,eval-949
how can i find the current interest rate for my account ending in 9012,interest_rate,eval-950
how do i get to new york by bus,directions,eval-951
i need an airline ticket for a round trip flight from philadelphia to atlanta for the dates of june 5 - 8,book_flight,eval-952
can you get me simple instructions on how to do an oil change,oil_change_how,eval-953
thanks for helping me out today,thank_you,eval-954
i have a card that was lost i need to report,report_lost_card,eval-955
can i put in a pto request for may 1 to may 5,pto_request,eval-956
put on bended knee on my reflection playlist,update_playlist,eval-957
help me find the chase routing number,routing,eval-958
if the dollar worth a lot in country b,exchange_rate,eval-959
you were made where,where_are_you_from,eval-960
how do i ask about the weather in chinese,translate,eval-961
i need to know when is the next holiday here,next_holiday,eval-962
what are some good vegan restaurants in broadripple,restaurant_suggestion,eval-963
i am jason,change_user_name,eval-964
"it was a pleasure talking to you, goodbye now",goodbye,eval-965
i am needing the next song to be played,next_song,eval-966
will ecuador require proof of any shots for me to go there,vaccines,eval-967
what is the balance in my pnc account,balance,eval-968
could you tell me what kind of money i've recently spent,spending_history,eval-969
i was wondering what age you are,how_old_are_you,eval-970
what's the minimum payment on my bill,min_payment,eval-971
when do i need to change my motor oil next,oil_change_when,eval-972
which was my insurance plan again,insurance,eval-973
can you help me switch to a new insurance plan,insurance_change,eval-974
i need my earned income form for paying taxes,w2,eval-975
jason is my name,change_user_name,eval-976
how many gallons is 50 liters,measurement_conversion,eval-977
can you skip this song and go to the next one,next_song,eval-978
what time am i meeting john,meeting_schedule,eval-979
how many calories are in a ghirardelli sea salt caramel candy,calories,eval-980
order all items on the list,order,eval-981
was my order delivered,order_status,eval-982
i want to hear anything you have that's funny,tell_joke,eval-983
why did you freeze my bank account,account_blocked,eval-984
how long should i cook country fried potatoes for,cook_time,eval-985
how many miles does this car get per gallon,mpg,eval-986
how long should i cook roast for,cook_time,eval-987
who makes you,who_made_you,eval-988
what organization manufactures you,who_made_you,eval-989
why was my credit card not accepted,card_declined,eval-990
i will tell my bank that i will be gone from april to may to america,travel_notification,eval-991
are you able to play beatles songs,play_music,eval-992
"hey siri, please cancel my reservation at the loft for 5",cancel_reservation,eval-993
what kind of electrical plug do they use in the uae,plug_type,eval-994
how's the traffic looking if i headed to fred meyer,traffic,eval-995
will pepper work instead of salt,ingredient_substitution,eval-996
i need to know my phone's location,find_phone,eval-997
wassup,greeting,eval-998
read me the nutrional info of a bag of lay's potato chips,nutrition_info,eval-999
tell me the title of the song playing,what_song,eval-1000
"after losing a credit card, how long does it take to get a new one",replacement_card_duration,eval-1001
please define institutional racism,definition,eval-1002
what place were you born,where_are_you_from,eval-1003
the name is nick,change_user_name,eval-1004
make a switch to whisper mode,whisper_mode,eval-1005
stop it,cancel,eval-1006
let me know if grub burger takes reservations,accept_reservations,eval-1007
what is seventeen plus three,calculator,eval-1008
what types of things can i ask the ai,what_can_i_ask_you,eval-1009
did my vacation get approved yet,pto_request_status,eval-1010
i want to get new insurance,insurance_change,eval-1011
i'd like alarms set for 11am and 132pm,alarm,eval-1012
please order an iphone7 for me,order,eval-1013
tell me the expiration date on my visa credit card please,expiration_date,eval-1014
is flight dl123 due to land as schedule,flight_status,eval-1015
the statement is true,yes,eval-1016
is there enough in my savings account to get a new tv,balance,eval-1017
"for this car, what kind of gas should i use",gas_type,eval-1018
when is it time to change your oil,oil_change_when,eval-1019
how long is the wait at applebee's tonight,how_busy,eval-1020
find list of ingredients i would need to bake a funnel cake,ingredients_list,eval-1021
tell me all about the meaning of life,meaning_of_life,eval-1022
is it possible for you to read the things on my shopping list,shopping_list,eval-1023
let my bank know that i am going to tokyo,travel_notification,eval-1024
how can i change your response language,change_language,eval-1025
are there any necessary shots required before travel to thailand,vaccines,eval-1026
who is responsible for your design,who_made_you,eval-1027
how would i go about getting more checks for my western union account,order_checks,eval-1028
tell me the least i can pay,min_payment,eval-1029
i want the volume at 4 please,change_volume,eval-1030
transfer 1000 dollars from my first national bank to my bethpage federal credit union savings,transfer,eval-1031
what kind of miles per gallon do i get while driving through a city,mpg,eval-1032
redeem credit card points,redeem_rewards,eval-1033
how can i change car oil,oil_change_how,eval-1034
undo my reservation for 5 at the loft,cancel_reservation,eval-1035
which subjects can you tell me about,what_can_i_ask_you,eval-1036
where's my credit score,credit_score,eval-1037
what is 543 times 344,calculator,eval-1038
do i have enough gas to take me home,gas,eval-1039
help me find some new dinner recipes,meal_suggestion,eval-1040
pass me my gps coordinates,current_location,eval-1041
can you tell me whether or not you approved my vacation time,pto_request_status,eval-1042
i am trying to find out when is the next payday,payday,eval-1043
you could tell me if you were real,are_you_a_bot,eval-1044
is cleaning the garage on my to do list,todo_list,eval-1045
i need to know how long to cook chicken for,cook_time,eval-1046
are you from here,where_are_you_from,eval-1047
i can't figure out why my card was declined at target,card_declined,eval-1048
tell me how to spell doctor,spelling,eval-1049
what's your opinion on the meaning of life,meaning_of_life,eval-1050
tell me if boston restaurant has good reviews,restaurant_reviews,eval-1051
how can i make sure that my credit score does not decrease,improve_credit_score,eval-1052
do you know how much i pay in taxes,taxes,eval-1053
secure the doors,smart_home,eval-1054
my account looks to be blocked and i have no idea why,account_blocked,eval-1055
refer to me as nick,change_user_name,eval-1056
what's the name of the song playing right now,what_song,eval-1057
will i be able to schedule a reservation at 4 seasons in los angeles,accept_reservations,eval-1058
what insurance do i have,insurance,eval-1059
what are some good mexican restaurants in indianapolis,restaurant_suggestion,eval-1060
i need your help finding my lost phone,find_phone,eval-1061
what day is the cable bill owed on,bill_due,eval-1062
do you think we have a higher calling,meaning_of_life,eval-1063
what was that question again,repeat,eval-1064
what time is it in the pacific standard time,time,eval-1065
how do i set up direct deposit for my bank of america account,direct_deposit,eval-1066
was is my salary,income,eval-1067
is it possible for a hotel to be booked by you for me in afghanistan at the zoo for the 10th to the 15th,book_hotel,eval-1068
i would like to try and confirm that i have a reservation at carrabbas for heather,confirm_reservation,eval-1069
set a reminder for me to request time off work around the holidays,reminder_update,eval-1070
where is the nearest gas station,directions,eval-1071
latitude and longitude please,current_location,eval-1072
please call gusto handcrafted pasta & pizza and ask them about the status of my reservation for 6:30 pm,confirm_reservation,eval-1073
my car battery died and i need help,jump_start,eval-1074
spell doctor,spelling,eval-1075
list all purchases of video games,transactions,eval-1076
what is the name you would use for me,user_name,eval-1077
what name is saved for me,user_name,eval-1078
can you tell me the due date for the water bill,bill_due,eval-1079
is it possible to rollover my 401k,rollover_401k,eval-1080
could you let me know how many pto days do i have left,pto_balance,eval-1081
what am i listening to right now,what_song,eval-1082
is it going to rain tomorrow,weather,eval-1083
calculate the amount of gas i currently have,gas,eval-1084
unsync yourself from my phone please,sync_device,eval-1085
i need a roll on a 6 sided dice,roll_dice,eval-1086
can you tell me how much i need to pay on my bills this month,bill_balance,eval-1087
what is the reservation policy for spago in beverly hills,accept_reservations,eval-1088
does my td ameritrade checking account take direct deposit,direct_deposit,eval-1089
please turn the tv on,smart_home,eval-1090
if i use my card in england will it cost me extra,international_fees,eval-1091
set 60 minutes for oven please,timer,eval-1092
how much was my last transaction for,transactions,eval-1093
when did i last get my car checked,last_maintenance,eval-1094
i need to book a hotel room or suite for 2 adults and 2 children in orlando for july 1st through 5th,book_hotel,eval-1095
there is no juice in my battery please help,jump_start,eval-1096
i would like brenda to have my location,share_location,eval-1097
i would like to know flight dl123's status,flight_status,eval-1098
how do i get to san fransisco by bus,directions,eval-1099
i need you to act swiftly and freeze all activity on my capital one checking,freeze_account,eval-1100
i would prefer not,no,eval-1101
rolling over my 401k help,rollover_401k,eval-1102
what was the date when my car was in the shop,last_maintenance,eval-1103
where's my w-2 tax form,w2,eval-1104
i need to set up a reminder for myself,reminder_update,eval-1105
my card will work until what month,expiration_date,eval-1106
tell me what time it is,time,eval-1107
don't talk anymore,cancel,eval-1108
how soon until my tires will need to be changed,tire_change,eval-1109
i'd like to share my location with stephanie,share_location,eval-1110
i want a text sent to bob saying i will be late,text,eval-1111
can you reset to factor settings,reset_settings,eval-1112
i need to know what my limit is on my american express card,credit_limit,eval-1113
how much is my xfinity cable bill,bill_balance,eval-1114
what's the least amount i can pay on this bill,min_payment,eval-1115
text mollie saying 'i am on my way,text,eval-1116
i want to report fraudulent activity on my quicksilver card,report_fraud,eval-1117
tell me why my card was declined,card_declined,eval-1118
i need a timer that is set at 1 hour exactly,timer,eval-1119
i would like to know the mpg for this car,mpg,eval-1120
how should i go about improving my credit score,improve_credit_score,eval-1121
what is the status of my credit card application looking like,application_status,eval-1122
convert my credit card points to cash,redeem_rewards,eval-1123
what are the things that i wanted to keep in mind,reminder,eval-1124
are shots required before traveling to brazil,vaccines,eval-1125
i need my savings account placed under a block as soon as possible,freeze_account,eval-1126
i would like to know if my visa card application has been approved,application_status,eval-1127
how are the reviews for pasta at assagios,restaurant_reviews,eval-1128
perhaps,maybe,eval-1129
speed up your rate of speech,change_speed,eval-1130
how've you been,greeting,eval-1131
what day is the next holiday,next_holiday,eval-1132
how much money is in my bank accounts,balance,eval-1133
disconnect from phone,sync_device,eval-1134
i'd like to make an appointment to get my oil changed,schedule_maintenance,eval-1135
what is my insurance coverage,insurance,eval-1136
is it necessary to get a shot for travel to india,vaccines,eval-1137
when is my flight going to board,flight_status,eval-1138
speak navajo,change_language,eval-1139
would you mind telling me how much i have spent recently on grocery shopping,spending_history,eval-1140
tell me the date,date,eval-1141
how much gas do you have will you make it to jackson,gas,eval-1142
what hour is it in london,time,eval-1143
what number of vacation days do i have at my disposal,pto_balance,eval-1144
facts,yes,eval-1145
abort it,cancel,eval-1146
please immediately block my navy federal credit union account,freeze_account,eval-1147
how much can i spend on my discover card,credit_limit,eval-1148
repeat that once more,repeat,eval-1149
suggest a meal from thailand please,meal_suggestion,eval-1150
i need a pancake recipe,recipe,eval-1151
what time is in over there in pacific standard time,time,eval-1152
teach me how to jump start my car,jump_start,eval-1153
use the name wheeler to reserve a table for 3 at andrea's steakhouse at 5pm,restaurant_reservation,eval-1154
how many points on my chase unlimited card,rewards_balance,eval-1155
i'm out of paper towels so will you put that on my shopping list,shopping_list_update,eval-1156
what type of animal is living in your home,do_you_have_pets,eval-1157
help with credit card points,redeem_rewards,eval-1158
"good morning, ai",greeting,eval-1159
go to the credit card site and check if my application has gone through,application_status,eval-1160
alert my financial institution that i will be traveling to bangkok on april 2 and returning on april 7,travel_notification,eval-1161
tell me the exchange rate between here and country b,exchange_rate,eval-1162
put laundry on my list of things to do,todo_list_update,eval-1163
what is my maurices card's rewards balance,rewards_balance,eval-1164
where were you programmed,who_made_you,eval-1165
how is my tire pressure,tire_pressure,eval-1166
"if going to lake placid, ny, how long would it be by bus",distance,eval-1167
what kind of fuel do i need to put in my car,gas_type,eval-1168
i don't want to hear this song; skip it,next_song,eval-1169
make sure i get a meeting room for 9am on friday,schedule_meeting,eval-1170
i'd like to know my minimum payment please,min_payment,eval-1171
tell me a fact about the maned wolf,fun_fact,eval-1172
what's the timezone over there,timezone,eval-1173
what do you do with your free time,what_are_your_hobbies,eval-1174
move three hundred and fifty dollars from my citibank savings account to my chase savings account,transfer,eval-1175
i'll use what ingredients for lasagna,ingredients_list,eval-1176
what did i do with my phone,find_phone,eval-1177
how is the steamed fish at harbor village,restaurant_reviews,eval-1178
what date will it be 7 days from now,date,eval-1179
what is the derivative of x squared plus 5,calculator,eval-1180
where is the nearest walmart,directions,eval-1181
i'd like direct deposit to my chase bank account,direct_deposit,eval-1182
how do you say good bye in french,translate,eval-1183
i need to know why my credit card transaction was declined,card_declined,eval-1184
what's the forecast for the day,weather,eval-1185
what was it i wanted to remember,reminder,eval-1186
can you speak more slowly,change_speed,eval-1187
i'd like to increase my credit limit,credit_limit_change,eval-1188
what's my bill's minimum payment,min_payment,eval-1189
are there decent seafood restaurants in portland,restaurant_suggestion,eval-1190
what am i supposed to do if i lost my luggage,lost_luggage,eval-1191
turn down your volume please,change_volume,eval-1192
i need quiet; use whisper,whisper_mode,eval-1193
do you remember where i left my cellphone,find_phone,eval-1194
would you skip this song,next_song,eval-1195
whisper to me,whisper_mode,eval-1196
what does my running list of stuff to do list,reminder,eval-1197
i need to request pto for march 2 and 3,pto_request,eval-1198
could you speak faster,change_speed,eval-1199
can you tell me how long approximate wait times are at cheesecake factory,how_busy,eval-1200
"for going to that country, do i need a visa",international_visa,eval-1201
where are you from before you got here,where_are_you_from,eval-1202
what do you do in your spare time siri,what_are_your_hobbies,eval-1203
were you born in the 80s,how_old_are_you,eval-1204
i have to know the credit limit,credit_limit,eval-1205
whats the reward balance for my visa,rewards_balance,eval-1206
can you show me how to report a lost card,report_lost_card,eval-1207
how much psi is in my car tires,tire_pressure,eval-1208
how is sushi at jiro,restaurant_reviews,eval-1209
where do i get w2 form,w2,eval-1210
what is the amount of time i can request off in the coming year,pto_balance,eval-1211
in what status is my credit card application currently in,application_status,eval-1212
i was trying to buy a chainsaw at the tractor store and they said my card was declined,card_declined,eval-1213
how many miles away am i from madison square garden,distance,eval-1214
"set my alarm for eight tomorrow, please",alarm,eval-1215
what is the process for making a vacation request,pto_request,eval-1216
what's the going rate between usd and cad,exchange_rate,eval-1217
i wanna know if my capital one credit card have international transaction fees,international_fees,eval-1218
tell me the pin number to my card,pin_change,eval-1219
how many pto days are available,pto_balance,eval-1220
what timezone is london in,timezone,eval-1221
i'm wanting you to flip a coin,flip_coin,eval-1222
what do you want to call me,user_name,eval-1223
i would like more checks sent to my address,order_checks,eval-1224
what is my amazon card's rewards balance,rewards_balance,eval-1225
i'd like to know your name,what_is_your_name,eval-1226
do you have a car rental in new york from june 6th to june 9th,car_rental,eval-1227
when will my order arrive,order_status,eval-1228
how do i get to the bus stop on foot,directions,eval-1229
i need to be out of whisper mode,whisper_mode,eval-1230
will rice be ok in the fridge for 3 days,food_last,eval-1231
what to do if i lost my luggage,lost_luggage,eval-1232
can you multiply 45 by 23,calculator,eval-1233
i'd like the lights in the garage to be turned on,smart_home,eval-1234
give me a cool fact about potatoes,fun_fact,eval-1235
will i need an international visa to go to madagascar,international_visa,eval-1236
what withdrawals were there on my account yesterday,transactions,eval-1237
can i make reservations at spago in beverly hills,accept_reservations,eval-1238
i want your volume decreased please,change_volume,eval-1239
how's the traffic to work,traffic,eval-1240
what plug does colombia use,plug_type,eval-1241
i want you to roll a 5 sided dice for me,roll_dice,eval-1242
send from my bbc money market to my t rowe price money market seven thousand dollars,transfer,eval-1243
"i'm at a new job and i need to do a 401k rollover, how do i do this",rollover_401k,eval-1244
engage whisper mode,whisper_mode,eval-1245
who should i apply for a credit card for,new_card,eval-1246
"would you translate a sentence into russian for me, please",translate,eval-1247
what are you suppose to do with a 401k rollover when getting a new job,rollover_401k,eval-1248
configure this to factory settings,reset_settings,eval-1249
what's that song that is playing now,what_song,eval-1250
could you speed up your speech,change_speed,eval-1251
can you find me my phone,find_phone,eval-1252
how long does it usually take for a new credit card to come,replacement_card_duration,eval-1253
due to getting a new job i need assistance with my 401k rollover,rollover_401k,eval-1254
how many calories are in oreos,calories,eval-1255
show all purchases of video games,transactions,eval-1256
what,repeat,eval-1257
what were those things i wanted to remember,reminder,eval-1258
"i wanted to remember somethings, what was it",reminder,eval-1259
please define erection for me,definition,eval-1260
what should i get to make the jamaican patties,ingredients_list,eval-1261
could you tell me my bill's minimum payment,min_payment,eval-1262
either i am not sure,maybe,eval-1263
how many tablespoons are there in half of a cup,measurement_conversion,eval-1264
from april to may i will be in america so i need to notify my bank,travel_notification,eval-1265
set a reminder to pay my taxes,reminder_update,eval-1266
set my alarm for six tomorrow morning,alarm,eval-1267
i want to cancel my reservation for network to xaga such,cancel_reservation,eval-1268
how little can i pay on my phone bill,min_payment,eval-1269
i want to know where to visit in bangkok,travel_suggestion,eval-1270
i need to talk to someone about a fraudulent activity on my card,report_fraud,eval-1271
i need you to turn the tv on now,smart_home,eval-1272
my back needs to be notified that i will be in american from april to may,travel_notification,eval-1273
add welcome to the jungle to my workout mix,update_playlist,eval-1274
how is my credit looking,credit_score,eval-1275
what is the process to schedule a meeting,schedule_meeting,eval-1276
tell me about the chase credit card application process,new_card,eval-1277
move over to the female voice,change_accent,eval-1278
where do i find my routing number for my pnc account,routing,eval-1279
what is the correct amount of ounces in a pound,measurement_conversion,eval-1280
show me all video games purchased,transactions,eval-1281
couldn't tell you,maybe,eval-1282
what's your birthday,how_old_are_you,eval-1283
i would like to reserve a table for 2 at sam's steakhouse under the name jessie at 6:30 pm,restaurant_reservation,eval-1284
could you increase the speaker volume please,change_volume,eval-1285
i need help with my 401k rollover because i just got a new job,rollover_401k,eval-1286
please confirm my reservation for dinner at gusto handcrafted pasta & pizza at 6:30 pm,confirm_reservation,eval-1287
has my vacation been okayed yet,pto_request_status,eval-1288
tell me who your boss is,who_do_you_work_for,eval-1289
whisper please,whisper_mode,eval-1290
can you tell me the ratings for yardhouse,restaurant_reviews,eval-1291
"i'm not sure if watermelon is on my shopping list, but if it isn't can you put it on there",shopping_list_update,eval-1292
pocki sticks has how many calories,calories,eval-1293
what day were you born,how_old_are_you,eval-1294
what would wells fargo use as routing,routing,eval-1295
use my savings account to pay xfinity,pay_bill,eval-1296
how should i spell malignant,spelling,eval-1297
go into whisper mode,whisper_mode,eval-1298
increase my credit limit,credit_limit_change,eval-1299
will i be charged if i use my card in china,international_fees,eval-1300
can't say,maybe,eval-1301
what can i get for 10 usd in cad,exchange_rate,eval-1302
can you initiate a block on my bank of america checking asap,freeze_account,eval-1303
do i have tortillas on my shopping list if not please add it,shopping_list_update,eval-1304
which hobbies do you like,what_are_your_hobbies,eval-1305
can you delete my todo list please,todo_list_update,eval-1306
is an international visa needed to go to cyprus,international_visa,eval-1307
i need you to flip a coin,flip_coin,eval-1308
how many paypal transactions did i have last week,transactions,eval-1309
what kind of interest am i getting from my bank of america checking,interest_rate,eval-1310
do you mind if i ask your name,what_is_your_name,eval-1311
i'd like to cancel my reservation for 5 at hoss's steak house,cancel_reservation,eval-1312
what was the last check date,payday,eval-1313
how do i go about applying for a macy's credit card,new_card,eval-1314
tell me an axolotl fact,fun_fact,eval-1315
how can i order checks for my savings account,order_checks,eval-1316
how much is my kill bill bill for,bill_balance,eval-1317
did i add salt to my shopping list,shopping_list,eval-1318
can you tell me what a septuagenarian is,definition,eval-1319
heyo,greeting,eval-1320
"i'm going to be in canada from october 23rd to november 2nd, so can i let my bank know",travel_notification,eval-1321
tell me where i should get the w2,w2,eval-1322
tell my bank that i'm travelling to france in 2 days,travel_notification,eval-1323
can you please make an appointment for me to get my tires checked out,schedule_maintenance,eval-1324
